nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster,klas_laba
UD. Nayla Permai,34481745.0,1.0,1.0,93.0,2005.0,0.0,0.0,56.0,8638566.0,43120311.0,282000000.0,56.0,1,1,11,untung
UD. Bayu Wening,15036874.0,1.0,38.0,78.0,2019.0,1.0,1.0,541.0,7949182.0,22986056.0,348000000.0,541.0,0,1,1,untung
UD. Yusuf Mayang,3813854.0,4.0,54.0,57.0,2014.0,0.0,3.0,870.0,5928984.0,9742838.0,333000000.0,870.0,0,1,1,untung
UD. Viera Widuri,7206472.0,1.0,85.0,9.0,2016.0,0.0,4.0,281.0,6453130.0,13659602.0,282000000.0,281.0,0,1,1,untung
UD. Tari Dwijaputra Inten,35953136.0,1.0,25.0,65.0,2001.0,0.0,2.0,893.0,1587312.0,37540448.0,270000000.0,893.0,1,0,10,untung
UD. Yora Sunardi,16541480.0,1.0,43.0,78.0,2015.0,0.0,4.0,443.0,7273618.0,23815098.0,363000000.0,443.0,0,1,1,untung
UD. Alma Sundawa,30873001.0,5.0,68.0,21.0,2023.0,1.0,0.0,627.0,7018677.0,37891678.0,267000000.0,627.0,0,1,1,untung
UD. Arman Makmur,39946559.0,1.0,37.0,51.0,2004.0,0.0,1.0,402.0,4189907.0,44136466.0,264000000.0,402.0,1,0,10,untung
UD. Gisel Trisaktiatma,25093903.0,5.0,79.0,97.0,2011.0,0.0,4.0,373.0,1720546.0,26814449.0,528000000.0,373.0,1,0,10,untung
UD. Evan Wijapranata Eren,-5454873.0,2.0,11.0,48.0,2002.0,1.0,2.0,955.0,8766159.0,3311286.0,177000000.0,955.0,1,1,11,rugi
UD. Carissa Tirta,13428400.0,5.0,16.0,66.0,2001.0,0.0,3.0,701.0,3951293.0,20038494.6,246000000.0,701.0,1,0,10,untung
UD. Uchie Malam Qira,23056141.0,1.0,24.0,3.0,2005.0,0.0,0.0,396.0,3983232.0,27039373.0,81000000.0,396.0,1,0,10,untung
UD. Elen Cendana Fikra,13427996.0,1.0,63.0,88.0,2005.0,1.0,1.0,467.0,7130726.0,20558722.0,453000000.0,467.0,1,1,11,untung
UD. Zulfa Lestari,34066631.0,1.0,87.0,56.0,2019.0,0.0,3.0,486.6,2968815.0,37035446.0,429000000.0,689.0,0,0,0,untung
UD. Farid Artha Gusti,40970850.0,2.0,10.0,68.0,2003.0,0.0,0.0,522.0,7553151.0,48524001.0,234000000.0,522.0,1,1,11,untung
UD. Mila Dwijaputra,28932433.0,2.0,17.0,75.0,2009.0,0.0,4.0,448.0,9921825.0,38854258.0,276000000.0,448.0,1,1,11,untung
UD. Kamil Wiraatmaja,-6328564.0,4.0,35.0,52.0,2019.0,1.0,4.0,272.0,9111311.0,2782747.0,261000000.0,272.0,0,1,1,rugi
UD. Salsa Artha Poppy,5278640.0,2.0,2.0,54.0,2002.0,1.0,2.0,232.0,3724386.0,9003026.0,168000000.0,232.0,1,0,10,untung
UD. Indira Mandiri Deni,-128168.0,1.0,82.0,23.0,2000.0,0.0,3.0,242.0,4963854.0,4835686.0,315000000.0,242.0,1,0,10,rugi
UD. Ilham Brawijaya,28684620.0,5.0,69.0,82.0,2008.0,0.0,4.0,918.0,5816781.0,34501401.0,453000000.0,918.0,1,1,11,untung
UD. Damaris Kelana,1743471.0,2.0,86.0,95.0,2024.0,0.2,2.0,515.0,1078932.0,2822403.0,543000000.0,515.0,0,0,0,untung
UD. Omar Sidarta,18729640.0,2.0,70.0,11.0,2022.0,1.0,1.0,833.0,7623971.0,26353611.0,243000000.0,833.0,0,1,1,untung
UD. Qisya Cinta,15850083.0,2.0,8.0,54.0,2018.0,0.8,1.0,799.0,4158326.0,20008409.0,186000000.0,799.0,0,0,0,untung
UD. Pipit Jayabaya,5906271.0,5.0,65.0,46.0,2017.0,1.0,3.0,537.0,1236647.0,7142918.0,333000000.0,537.0,0,0,0,untung
UD. Nisa Sudarsana,27001712.0,4.0,46.0,26.0,2019.0,1.0,1.0,287.0,5113641.0,32115353.0,216000000.0,287.0,0,0,0,untung
UD. Krisna Sangga Taufan,11884450.0,4.0,49.0,17.0,2010.0,1.0,4.0,271.0,3181343.0,15065793.0,198000000.0,271.0,1,0,10,untung
UD. Naufal Asri,-870422.0,4.0,63.0,88.0,2008.0,1.0,1.0,126.0,4808080.0,3937658.0,453000000.0,126.0,1,0,10,rugi
UD. Bagir Artha,125174.0,1.0,46.0,50.0,2024.0,1.0,4.0,759.0,3086697.0,3211871.0,288000000.0,759.0,0,0,0,untung
UD. Fahmi Pramana,8914681.0,1.0,74.0,86.0,2006.0,1.0,2.0,10.0,6505337.0,15420018.0,480000000.0,10.0,1,1,11,untung
UD. Vino Cahaya,2900229.0,2.0,66.0,59.0,2003.0,1.0,4.0,11.0,8348342.0,11248571.0,375000000.0,11.0,1,1,11,untung
UD. Putra Prabawa,-1713938.0,2.0,41.0,56.0,2024.0,1.0,4.0,740.0,5737052.0,4023114.0,291000000.0,740.0,0,1,1,rugi
UD. Widya Wijaya,17513252.0,1.0,48.0,66.0,2005.0,0.0,3.0,469.0,5156411.0,22669663.0,342000000.0,469.0,1,0,10,untung
UD. Dito Tejakusuma,39113704.0,4.0,29.0,1.0,2012.0,0.0,1.0,79.0,7416915.0,46530619.0,90000000.0,79.0,0,1,1,untung
UD. Ulya Karya,44807334.0,2.0,7.0,10.0,2015.0,1.0,4.0,203.0,4965209.0,49772543.0,51000000.0,203.0,0,0,0,untung
UD. Widya Sudharmo Jafar,477220.0,5.0,36.0,93.0,2001.0,1.0,3.0,46.0,4136938.0,4614158.0,387000000.0,46.0,1,0,10,untung
UD. Dito Lingga,8890680.0,5.0,84.0,12.0,2020.0,1.0,3.0,723.0,8993549.0,17884229.0,288000000.0,723.0,0,1,1,untung
UD. Syana Panembahan,15127975.0,1.0,7.0,39.0,2019.0,1.0,3.0,26.0,1977376.0,17105351.0,138000000.0,26.0,0,0,0,untung
UD. Fani Sumringah,11150800.0,4.0,62.0,5.0,2017.0,0.0,0.0,478.6,8800896.0,19951696.0,201000000.0,666.0,0,1,1,untung
UD. Ucup Pancasila,29140030.0,4.0,10.0,11.0,2001.0,1.0,3.0,15.0,2481512.0,31621542.0,63000000.0,15.0,1,0,10,untung
UD. Owen Elok,29083655.0,2.0,57.0,42.0,2012.0,0.0,3.0,394.0,8134539.0,37218194.0,297000000.0,394.0,1,1,11,untung
UD. Zahra Wiraatmaja,7772366.0,4.0,33.0,71.0,2012.0,0.0,4.0,221.0,963310.0,8735676.0,312000000.0,221.0,0,0,0,untung
UD. Salsa Sulaksana Tasya,13521311.0,1.0,38.0,72.0,2005.0,0.0,3.0,795.0,7736867.0,21258178.0,330000000.0,795.0,1,1,11,untung
UD. Fira Bratadikara,6757420.0,4.0,15.0,3.0,2008.0,0.0,3.0,658.0,990596.0,7748016.0,54000000.0,658.0,1,0,10,untung
UD. Gema Wicaksana,-4599325.0,5.0,70.0,36.0,2008.0,1.0,0.0,553.0,7368485.0,2769160.0,318000000.0,553.0,1,1,11,rugi
UD. Desta Jagadmaya,39836151.0,5.0,3.0,35.0,2009.0,0.0,0.0,371.8,9546422.0,49382573.0,114000000.0,154.0,1,1,11,untung
UD. Jihan Kayastha,26922555.0,2.0,95.0,31.0,2005.0,0.0,3.0,412.0,6956925.0,33879480.0,378000000.0,412.0,1,1,11,untung
UD. Wira Sudharmo,-3722312.0,4.0,45.0,56.0,2000.0,0.0,3.0,512.0,8162280.0,4439968.0,303000000.0,512.0,1,1,11,rugi
UD. Iman Prana,13639274.0,1.0,21.0,11.0,2002.0,1.0,4.0,58.0,2181301.0,15820575.0,96000000.0,58.0,1,0,10,untung
UD. Prita Manggala,-3907733.0,2.0,70.0,17.0,2001.0,1.0,4.0,150.0,7347354.0,3439621.0,261000000.0,150.0,1,1,11,rugi
UD. Alvino Manunggal,13042904.0,1.0,12.0,60.0,2011.0,0.0,0.0,522.0,8587352.0,21630256.0,216000000.0,522.0,1,1,11,untung
UD. Asep Manggala,31739461.0,1.0,81.0,30.0,2016.0,0.0,4.0,886.0,1518904.0,33258365.0,333000000.0,886.0,0,0,0,untung
UD. Lidya Wicaksana,23404613.0,4.0,41.0,39.0,2003.0,1.0,1.0,559.0,9537327.0,32941940.0,240000000.0,559.0,1,1,11,untung
UD. Pio Nirwana,7467329.0,4.0,33.0,45.0,2000.0,1.0,2.0,757.0,7120057.0,14587386.0,234000000.0,757.0,1,1,11,untung
UD. Tania Baskara,21765025.0,5.0,12.0,38.0,2011.0,0.0,0.0,47.0,3480571.0,25245596.0,150000000.0,47.0,1,0,10,untung
UD. Viera Jati Naufal,36830745.0,5.0,97.0,62.0,2015.0,1.0,0.0,557.0,8512292.0,45343037.0,477000000.0,557.0,0,1,1,untung
UD. Gisel Anggara Dina,673813.0,4.0,28.0,92.0,2012.0,0.0,4.0,211.0,7663759.0,8337572.0,360000000.0,211.0,0,1,1,untung
UD. Mira Lestari,17191771.0,5.0,46.0,54.0,2002.0,1.0,2.0,620.0,6163893.0,24587105.2,300000000.0,620.0,1,1,11,untung
UD. Ony Surya Ismail,4805477.0,4.0,68.0,39.0,2019.0,1.0,2.0,803.0,5401645.0,10207122.0,321000000.0,803.0,0,1,1,untung
UD. Sani Indah,25669814.0,2.0,94.0,28.0,2005.0,0.0,3.0,313.0,3599080.0,29268894.0,366000000.0,313.0,1,0,10,untung
UD. Chiko Agastya,34355161.0,5.0,10.0,90.0,2015.0,0.0,0.0,874.0,6382845.0,40738006.0,300000000.0,874.0,0,1,1,untung
UD. Opik Tunggal,12446209.0,5.0,62.0,10.0,2010.0,1.0,3.0,177.0,7807024.0,20253233.0,216000000.0,177.0,1,1,11,untung
UD. Pardi Warna Erni,28671037.0,5.0,50.0,96.0,2012.0,1.0,4.0,721.0,7651761.0,36322798.0,438000000.0,721.0,1,1,11,untung
UD. Silvi Anggara,7035158.0,4.0,59.0,38.0,2000.0,1.0,2.0,192.0,3993450.0,11028608.0,291000000.0,192.0,1,0,10,untung
UD. Livia Binasena,887861.0,2.0,46.0,81.0,2000.0,0.0,3.0,413.0,4860795.0,5748656.0,381000000.0,405.8,1,0,10,untung
UD. Veronika Setia Oki,29255947.0,5.0,3.0,43.0,2013.0,0.0,2.0,262.0,5520661.0,34776608.0,138000000.0,262.0,0,1,1,untung
UD. Rian Adyatma,42107130.0,4.0,6.0,19.0,2021.0,1.0,3.0,11.0,7297001.0,49404131.0,75000000.0,11.0,0,1,1,untung
UD. Qomar Pramudita,40712364.0,5.0,86.0,91.0,2008.0,0.0,3.0,521.0,6843412.0,47555776.0,531000000.0,521.0,1,1,11,untung
UD. Hilmiyah Terang,25086214.0,2.0,30.0,85.0,2021.0,0.0,2.0,944.0,4837517.0,29923731.0,345000000.0,944.0,0,0,0,untung
UD. Wira Putra,38344911.0,4.0,80.0,95.0,2017.0,1.0,4.0,485.0,7816070.0,46160981.0,525000000.0,485.0,0,1,1,untung
UD. Livia Widhi,24619419.0,1.0,73.0,84.0,2014.0,0.0,1.0,358.0,9831591.0,34451010.0,471000000.0,358.0,0,1,1,untung
UD. Zaki Putri,36536194.0,4.0,26.8,26.0,2001.0,0.0,1.0,510.0,8656969.0,45193163.0,333000000.0,510.0,1,1,11,untung
UD. Lono Kalbu,38326561.0,2.0,29.0,37.0,2001.0,0.0,0.0,994.0,8625161.0,46951722.0,198000000.0,994.0,1,1,11,untung
UD. Farid Sehat Citra,32846391.0,2.0,28.0,89.0,2020.0,1.0,1.0,99.0,3295661.0,36142052.0,351000000.0,99.0,0,0,0,untung
UD. Reza Indah,29035236.0,2.0,80.0,86.0,2000.0,0.0,2.0,977.0,5698216.0,34733452.0,498000000.0,977.0,1,1,11,untung
UD. Teguh Senja,25760458.0,5.0,42.0,97.0,2004.0,1.0,0.0,103.0,1158785.0,26919243.0,417000000.0,103.0,1,0,10,untung
UD. Oki Kusumatmaja,44172119.0,5.0,84.0,75.0,2023.0,0.0,1.0,326.0,1625148.0,45797267.0,477000000.0,326.0,0,0,0,untung
UD. Yusuf Manggala Qori,45392574.0,2.0,21.0,10.0,2008.0,0.0,1.0,893.0,2395451.0,47788025.0,93000000.0,893.0,1,0,10,untung
UD. Qila Utamajaya,14302060.0,2.0,47.0,35.0,2022.0,0.0,3.0,451.0,4769807.0,19071867.0,246000000.0,451.0,0,0,0,untung
UD. Maudy Atma Marsya,-1857448.0,1.0,47.0,31.0,2017.0,1.0,3.0,322.0,7933456.0,6076008.0,234000000.0,322.0,0,1,1,rugi
UD. Lono Prabawa,40042347.0,5.0,56.0,61.0,2011.0,1.0,1.0,74.0,7454327.0,47496674.0,351000000.0,74.0,1,1,11,untung
UD. Viona Utama Desi,30045582.0,1.0,21.0,15.0,2013.0,0.0,0.0,421.0,2679509.6,31794967.0,108000000.0,421.0,0,0,0,untung
UD. Omar Persada,40572360.0,4.0,26.0,41.0,2004.0,0.0,2.0,615.0,9010539.0,49582899.0,201000000.0,615.0,1,1,11,untung
UD. Riyan Jati,26289280.0,4.0,86.0,30.0,2019.0,1.0,1.0,534.0,7543333.0,33832613.0,348000000.0,534.0,0,1,1,untung
UD. Gusti Abadi,9773562.0,2.0,62.0,69.0,2018.0,0.0,2.0,754.0,1929759.0,11703321.0,393000000.0,754.0,0,0,0,untung
UD. Hana Anindita,-7180179.0,5.0,3.0,12.0,2022.0,1.0,0.0,954.0,8399494.0,1219315.0,45000000.0,954.0,0,1,1,rugi
UD. Irma Baskara,12655797.0,4.0,89.0,35.0,2001.0,1.0,4.0,670.0,6860350.0,19516147.0,372000000.0,670.0,1,1,11,untung
UD. Ulil Selaras,15311974.0,5.0,80.0,74.0,2003.0,0.0,0.0,582.0,7694660.0,23006634.0,462000000.0,582.0,1,1,11,untung
UD. Zulfa Surya Abdi,42109223.0,4.0,2.0,10.0,2007.0,0.0,4.0,478.0,7386071.0,49495294.0,36000000.0,478.0,1,1,11,untung
UD. Ujang Agung,7955162.0,1.6,80.0,47.0,2001.0,0.0,3.0,561.0,3065771.0,11020933.0,381000000.0,561.0,1,0,10,untung
UD. Mira Surapati,8207463.0,1.0,39.0,19.0,2020.0,1.0,2.0,404.0,7538688.0,15746151.0,174000000.0,404.0,0,1,1,untung
UD. Tami Surya Ziva,46823641.0,1.0,82.0,28.0,2005.0,0.0,3.0,612.0,792536.0,47616177.0,330000000.0,612.0,1,0,10,untung
UD. Diyan Nirwana,29230455.0,1.0,81.0,18.0,2006.0,0.0,2.0,206.0,6283918.0,35514373.0,297000000.0,206.0,1,1,11,untung
UD. Widi Manunggal,7669508.0,2.0,27.0,93.0,2007.0,1.0,0.0,22.0,3328972.0,10998480.0,360000000.0,22.0,1,0,10,untung
UD. Grego Resaputra,-1353826.0,4.0,14.0,5.0,2011.0,1.0,1.0,213.0,6336824.0,4982998.0,57000000.0,213.0,1,1,11,rugi
UD. Ayesha Jayawarsa,-1030200.0,1.0,50.0,55.0,2017.0,0.0,1.0,945.0,8058289.0,7028089.0,315000000.0,945.0,0,1,1,rugi
UD. Wulan Jatinagara Winda,37423480.0,2.0,25.0,80.0,2010.4,0.0,4.0,554.0,7317414.0,44740894.0,315000000.0,554.0,1,1,11,untung
UD. Yoga Swargaloka,35668139.0,1.0,34.0,81.0,2009.0,1.0,1.0,963.0,7303652.0,42971791.0,345000000.0,963.0,1,1,11,untung
UD. Vito Gatra,25981624.0,5.0,79.0,99.0,2008.0,1.0,2.0,103.0,551616.0,26533240.0,534000000.0,103.0,1,0,10,untung
UD. Agus Ananta,32799360.0,5.0,14.0,17.0,2010.0,0.0,1.0,460.0,8203855.0,41003215.0,93000000.0,460.0,1,1,11,untung
UD. Ulya Madusari Nazar,21823077.0,5.0,4.0,75.0,2007.0,0.0,3.0,569.0,9917575.0,31740652.0,237000000.0,569.0,1,1,11,untung
UD. Bambang Madusari Jibril,13048488.0,2.0,45.0,41.0,2001.0,1.0,1.0,992.0,9220771.0,22269259.0,258000000.0,992.0,1,1,11,untung
UD. Carissa Tunggal,33660764.0,2.0,23.0,59.0,2008.0,1.0,3.0,488.0,8404908.0,42065672.0,246000000.0,488.0,1,1,11,untung
UD. Ulil Kalbu,20676108.0,4.0,1.0,55.0,2006.0,1.0,4.0,655.0,2729017.0,23405125.0,168000000.0,655.0,1,0,10,untung
UD. Tari Dwijaputra,10451600.0,4.0,58.0,2.0,2008.0,1.0,4.0,340.0,6608691.0,17060291.0,180000000.0,340.0,1,1,11,untung
UD. Jihan Arya,27082982.0,1.0,35.0,81.0,2005.0,0.0,0.0,302.0,1741759.0,28824741.0,348000000.0,302.0,1,0,10,untung
UD. Indah Lestari,14110988.0,4.0,44.0,79.0,2013.0,0.0,0.0,816.0,8515332.0,22626320.0,369000000.0,816.0,0,1,1,untung
UD. Utha Satriya,-7067744.0,4.0,94.0,38.0,2007.0,0.0,0.0,696.0,9333273.0,2265529.0,396000000.0,696.0,1,1,11,rugi
UD. Elen Sidarta,43108881.0,4.0,93.0,42.0,2014.0,0.0,3.0,246.0,6530296.0,49639177.0,405000000.0,246.0,0,1,1,untung
UD. Hesti Saprahan,-4984446.0,2.0,75.0,27.0,2018.0,0.0,0.0,942.0,8743264.0,3758818.0,306000000.0,942.0,0,1,1,rugi
UD. Hendra Lestari,18208460.0,5.0,36.0,41.0,2014.0,1.0,4.0,432.0,6369186.0,24577646.0,231000000.0,432.0,0,1,1,untung
UD. Halimah Ilir,25406478.0,1.0,56.0,8.0,2022.0,1.0,1.0,899.0,8355974.0,33762452.0,192000000.0,899.0,0,1,1,untung
UD. Syana Cempaka Qamar,25733226.0,4.0,84.0,83.0,2015.0,0.0,3.0,380.0,2775626.0,28508852.0,501000000.0,380.0,0,0,0,untung
UD. Damaris Manik,-3979486.0,4.0,11.0,17.0,2014.0,0.0,0.0,655.0,9176120.0,5054782.8,84000000.0,655.0,0,1,1,rugi
UD. Wulan Saputra Bagir,28445623.0,1.0,34.0,88.0,2004.0,0.0,0.0,667.0,5429011.0,33874634.0,366000000.0,667.0,1,1,11,untung
UD. Zahira Langit,3778182.0,4.0,21.0,20.0,2010.0,1.0,4.0,970.0,2848884.0,6627066.0,123000000.0,970.0,1,0,10,untung
UD. Shinta Suryaputra,45944282.0,4.0,99.0,25.0,2004.0,1.0,1.0,219.0,3864206.0,49808488.0,372000000.0,219.0,1,0,10,untung
UD. Arman Galuh,43021689.0,2.0,71.0,22.0,2022.0,0.0,2.0,445.0,5596386.0,48618075.0,279000000.0,445.0,0,1,1,untung
UD. Alya Gemilang,14877014.0,4.0,90.0,9.0,2016.0,0.0,1.0,532.0,4102188.0,18979202.0,297000000.0,532.0,0,0,0,untung
UD. Iman Kinarya Marsel,39036199.0,1.0,26.0,31.8,2017.0,0.0,0.0,243.0,5936897.0,44973096.0,207000000.0,243.0,0,1,1,untung
UD. Damaris Saputra,5010977.0,2.0,99.0,12.0,2009.0,1.0,0.0,911.0,8689974.0,13700951.0,333000000.0,911.0,1,1,11,untung
UD. Syana Sangkala,2783814.0,1.0,6.0,52.0,2014.0,0.4,1.0,206.0,3454302.0,6238116.0,174000000.0,206.0,0,0,0,untung
UD. Yasir Swargaloka,3140062.0,2.0,2.0,36.0,2020.0,1.0,1.0,33.0,8424238.0,11564300.0,114000000.0,33.0,0,1,1,untung
UD. Owen Naraya,44469867.0,2.0,3.0,55.0,2005.0,1.0,4.0,75.0,1234324.0,45704191.0,174000000.0,75.0,1,0,10,untung
UD. Qory Kalbu,25481322.8,5.0,87.0,58.0,2015.0,1.0,2.0,761.0,3395310.0,29872014.0,435000000.0,761.0,0,0,0,untung
UD. Berlian Jayaningrat Laras,31385077.0,5.0,7.0,11.0,2011.0,1.0,3.0,812.0,761363.0,32146440.0,54000000.0,812.0,1,0,10,untung
UD. Zulkarnaen Puri,29125710.0,4.0,44.0,99.0,2005.0,1.0,3.0,235.0,6349592.0,35475302.0,429000000.0,235.0,1,1,11,untung
UD. Nadia Hilir,43445170.0,4.0,76.0,2.0,2005.0,1.0,2.0,371.0,3673712.0,47118882.0,234000000.0,371.0,1,0,10,untung
UD. Joko Arya Yani,15166268.0,2.0,72.0,13.0,2011.0,1.0,4.0,523.0,9307005.0,24473273.0,255000000.0,523.0,1,1,11,untung
UD. Zahra Resaputra,12665021.0,2.0,19.0,34.0,2006.0,1.0,1.0,253.0,2983855.0,15648876.0,159000000.0,253.0,1,0,10,untung
UD. Chiko Jayeng,21654855.0,1.0,83.0,97.0,2001.0,1.0,2.2,661.0,6790858.0,28445713.0,540000000.0,661.0,1,1,11,untung
UD. Yasir Wira,45794530.0,5.0,4.0,92.0,2024.0,1.0,2.0,267.0,3944968.0,49739498.0,288000000.0,267.0,0,0,0,untung
UD. Vina Satria,32367240.0,5.0,45.0,29.0,2012.0,1.0,4.0,955.0,5459895.0,37827135.0,222000000.0,955.0,1,1,11,untung
UD. Gerry Putri Qanita,-5719387.0,5.0,68.0,70.0,2011.0,0.0,2.0,812.0,9678582.0,3959195.0,414000000.0,812.0,1,1,11,rugi
UD. Nazar Panji Rosa,20756311.0,1.0,34.0,65.0,2002.0,1.0,0.0,870.0,2361016.0,23117327.0,297000000.0,870.0,1,0,10,untung
UD. Wulan Cerah,28896741.0,4.0,64.0,17.0,2024.0,1.0,3.0,874.0,6961668.0,35858409.0,243000000.0,874.0,0,1,1,untung
UD. Diva Bersemi,15371772.0,4.0,14.0,25.0,2023.0,1.0,1.0,782.0,875372.0,16247144.0,117000000.0,782.0,0,0,0,untung
UD. Fikri Utama,27101026.0,4.0,16.0,80.0,2013.0,0.0,4.0,372.0,9311500.0,36412526.0,288000000.0,372.0,0,1,1,untung
UD. Kinan Ilir,38248861.0,1.0,75.0,45.0,2000.0,0.0,3.0,125.0,9519388.0,47768249.0,360000000.0,125.0,1,1,11,untung
UD. Ari Langit,19948661.0,1.0,45.0,11.0,2006.0,1.0,0.0,116.0,3625057.0,23573718.0,168000000.0,116.0,1,0,10,untung
UD. Dea Warna,7594146.0,5.0,99.0,57.0,2010.0,1.0,2.0,580.0,6886887.0,14481033.0,468000000.0,580.0,1,1,11,untung
UD. Yuli Bima,-5986795.0,2.0,60.0,56.0,2005.0,0.0,4.0,170.0,9295268.0,3308473.0,348000000.0,170.0,1,1,11,rugi
UD. Tomi Wisesa,35170842.0,5.0,42.0,31.0,2024.0,1.0,4.0,191.0,3184669.0,38355511.0,219000000.0,191.0,0,0,0,untung
UD. Nayla Santosa,41649145.0,5.0,78.0,92.0,2019.0,0.0,3.0,624.0,1928447.0,43669541.4,510000000.0,624.0,0,0,0,untung
UD. Joko Wijapranata,26492183.0,1.0,77.0,63.0,2017.0,1.0,3.0,726.0,9130039.0,35622222.0,420000000.0,726.0,0,1,1,untung
UD. Eren Prawira,39593584.0,4.0,90.0,73.0,2004.0,0.0,0.0,296.0,5403499.0,44997083.0,489000000.0,296.0,1,1,11,untung
UD. Wawan Ananta,-5477539.0,2.0,21.0,99.0,2011.0,1.0,3.0,540.0,9612293.0,4134754.0,360000000.0,540.0,1,1,11,rugi
UD. Sella Satria,20038669.0,3.0,8.0,65.0,2011.0,0.0,4.0,290.0,9972335.0,30011004.0,219000000.0,290.0,1,1,11,untung
UD. Rosa Wijaya,35819179.0,2.0,46.0,36.0,2020.0,0.0,1.0,628.0,8131285.0,43950464.0,246000000.0,628.0,0,1,1,untung
UD. Clarissa Kelana,8495215.0,1.0,84.0,13.0,2017.0,1.0,0.0,712.0,3906608.0,12401823.0,291000000.0,712.0,0,0,0,untung
UD. Iman Surapati,5241130.0,5.0,2.0,9.0,2014.0,1.0,0.0,428.0,5565171.0,10806301.0,33000000.0,428.0,0,1,1,untung
UD. Niken Senja,44201349.0,4.0,51.0,64.0,2001.0,0.0,1.0,574.0,5375760.0,49577109.0,345000000.0,574.0,1,1,11,untung
UD. Icha Madya,7589249.0,5.0,30.0,63.0,2007.0,1.0,0.0,558.0,9857730.0,17446979.0,279000000.0,558.0,1,1,11,untung
UD. Hendra Darussalam Damaris,16575199.0,4.0,12.0,40.0,2014.0,1.0,0.0,880.0,7406030.0,23981229.0,156000000.0,880.0,0,1,1,untung
UD. Tasya Jayaningrat,24138210.0,5.0,1.0,20.0,2024.0,0.0,3.0,564.0,8542773.0,32680983.0,63000000.0,564.0,0,1,1,untung
UD. Halim Sukadarma,7408911.0,4.0,77.0,68.0,2016.0,0.0,0.0,396.0,9804094.0,17213005.0,435000000.0,396.0,0,1,1,untung
UD. Abdi Mardika,-3419266.0,4.0,6.0,8.0,2005.0,0.0,4.0,700.0,9707858.0,6288592.0,42000000.0,700.0,1,1,11,rugi
UD. Cahya Adyatma Yaniar,33658633.0,4.0,28.0,8.0,2021.0,1.0,3.0,568.0,7391172.0,41049805.0,108000000.0,568.0,0,1,1,untung
UD. Vidi Jati,6636463.0,5.0,3.0,17.0,2022.0,1.0,2.0,67.0,4676727.0,11313190.0,60000000.0,67.0,0,0,0,untung
UD. Thariq Wisnu,17862076.0,2.0,3.0,68.0,2005.0,0.0,4.0,243.0,9046188.0,26908264.0,213000000.0,556.2,1,1,11,untung
UD. Binar Satria,23046651.0,5.0,87.0,61.0,2013.0,1.0,2.0,993.0,9194360.0,32241011.0,444000000.0,993.0,0,1,1,untung
UD. Marsya Sumirat,3445988.0,4.0,20.0,15.0,2016.0,1.0,3.0,140.0,3509635.0,6955623.0,105000000.0,140.0,0,0,0,untung
UD. Joko Jayeng,46826677.0,4.0,44.0,97.0,2005.0,0.0,4.0,592.0,998829.0,47825506.0,423000000.0,592.0,1,0,10,untung
UD. Bella Citra,12809939.0,4.0,27.0,3.0,2019.0,0.0,3.0,342.0,6834502.0,19644441.0,90000000.0,342.0,0,1,1,untung
UD. Evan Merdeka,1914073.0,2.0,7.0,20.0,2000.0,0.0,2.0,264.0,3665349.0,5579422.0,81000000.0,264.0,1,0,10,untung
UD. Tomi Abadi,23147376.0,4.0,41.0,43.0,2015.0,1.0,1.0,322.0,8166794.0,31314170.0,252000000.0,322.0,0,1,1,untung
UD. Lono Nawasena Fani,10391023.0,1.0,16.0,77.0,2005.0,0.0,0.0,33.0,1311793.0,11702816.0,279000000.0,33.0,1,0,10,untung
UD. Leni Sahaja Ovan,4217258.0,2.0,8.0,90.0,2018.0,1.0,1.0,623.0,999238.0,5216496.0,294000000.0,623.0,0,0,0,untung
UD. Aqila Yudhistira,27015564.0,4.0,60.0,75.0,2003.0,1.0,1.0,999.0,8685426.0,35700990.0,405000000.0,999.0,1,1,11,untung
UD. Kanza Jati,24595251.0,2.0,83.0,26.0,2008.0,0.0,3.0,846.0,1943319.0,26538570.0,327000000.0,846.0,1,0,10,untung
UD. Adinda Jaladara,112344.0,2.0,68.0,33.0,2023.0,1.0,3.0,160.0,6927970.0,7040314.0,303000000.0,160.0,0,1,1,untung
UD. Winda Tirta,6616579.0,1.0,98.0,3.0,2002.0,0.0,0.0,882.0,4541750.0,11158329.0,303000000.0,882.0,1,0,10,untung
UD. Kamil Wiyata,10093389.0,4.0,40.0,50.0,2010.0,1.0,1.0,181.0,6166850.0,16260239.0,270000000.0,181.0,1,1,11,untung
UD. Fatiah Sejahtera,27212224.0,5.0,28.0,1.0,2019.0,1.0,4.0,831.0,6432261.0,33644485.0,87000000.0,831.0,0,1,1,untung
UD. Alma Harapan Maudy,2435735.0,1.0,75.0,31.0,2018.0,0.0,3.0,932.0,3545866.0,5981601.0,318000000.0,932.0,0,0,0,untung
UD. Clarissa Pramudita,41868575.0,4.0,53.0,1.0,2023.0,1.0,1.0,712.0,5146269.0,47014844.0,162000000.0,712.0,0,0,0,untung
